n_speakers,sample_rate,nfft,signal_duration,vad_treshold,pre_emph,frame_length,overlap,window,model,p,pre_processing_time,mfcc_time,model_time,microF1,macroF1
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,9,1.01,29.44,27.34,0.81,0.85
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,9,1.26,45.1,140.86,0.79,0.83
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,10,0.92,21.04,51.51,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,10,0.91,21.07,12.84,0.83,0.78
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,GMM,6,0.93,13.59,4.58,0.83,0.86
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,6,1.04,24.21,73.05,0.96,0.97
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,SVM,12,0.98,38.37,28.23,0.98,0.98
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,VQ,7,0.91,15.22,38.62,0.96,0.97
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,GMM,5,0.91,11.64,4.38,0.87,0.91
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,8,1.01,26.94,9.18,0.79,0.84
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,11,0.96,24.5,8.65,0.79,0.84
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,10,0.98,22.37,23.74,0.89,0.9
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,11,0.98,24.55,77.64,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,SVM,8,0.93,17.25,12.59,0.68,0.67
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,GMM,4,0.91,9.99,4.46,0.7,0.79
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,7,1.04,22.18,91.38,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,12,1.28,54.91,144.16,0.96,0.96
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,7,0.91,15.22,11.6,0.66,0.67
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,10,1.1,28.44,23.33,0.81,0.85
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,5,1.1,18.07,57.14,0.4,0.33
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,12,1.28,54.91,208.74,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,12,1.08,32.82,139.83,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,10,1.07,35.52,107.57,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,7,1.1,22.13,91.3,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,12,1.04,41.54,18.26,0.81,0.85
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,VQ,10,1.0,32.6,77.15,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,10,1.26,48.08,48.94,0.79,0.85
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,8,1.07,29.76,47.66,0.62,0.62
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,12,1.07,41.53,17.71,0.81,0.85
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,11,1.26,51.88,54.17,0.87,0.9
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,6,1.04,19.92,81.27,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,SVM,7,0.98,23.87,25.26,0.62,0.63
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,11,1.07,38.87,21.09,0.83,0.86
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,4,1.01,15.96,22.08,0.49,0.41
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,SVM,10,0.93,21.01,13.26,0.89,0.9
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,6,0.96,14.77,22.01,0.53,0.42
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,8,0.98,18.57,23.18,0.66,0.67
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,10,0.98,22.37,9.56,0.87,0.89
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,6,1.04,24.21,18.55,0.89,0.91
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,7,1.01,23.87,26.05,0.79,0.83
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,4,1.07,18.68,56.12,0.79,0.81
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,5,1.28,32.46,129.54,0.43,0.4
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,11,1.26,51.79,195.53,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,7,1.28,38.9,134.45,0.64,0.71
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,GMM,12,0.91,24.89,5.67,0.72,0.79
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,GMM,4,0.93,10.0,4.35,0.81,0.86
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,9,1.04,26.39,28.43,0.77,0.82
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,10,1.0,32.6,10.98,0.77,0.83
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,9,1.08,26.31,24.89,0.81,0.86
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,4,1.26,29.44,130.48,0.47,0.4
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,11,1.08,30.88,61.53,0.91,0.92
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,7,0.98,16.78,11.16,0.81,0.85
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,VQ,4,1.0,15.96,39.81,0.74,0.8
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,VQ,8,0.91,17.25,42.96,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,4,1.01,15.96,10.96,0.79,0.85
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,9,1.04,26.39,60.55,0.79,0.83
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,SVM,6,0.93,13.59,11.32,0.45,0.42
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,4,1.04,18.72,44.37,0.47,0.42
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,SVM,9,0.98,29.43,27.09,0.81,0.85
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,11,1.26,51.79,143.69,0.91,0.93
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,7,1.07,27.29,82.46,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,GMM,9,0.91,18.9,5.45,0.81,0.85
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,SVM,9,0.93,18.92,13.03,0.85,0.88
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,12,1.04,41.54,125.09,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,9,0.92,18.91,47.3,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,SVM,5,0.93,11.63,10.72,0.51,0.46
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,12,1.1,32.76,25.76,0.83,0.86
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,5,1.26,32.43,132.24,0.43,0.39
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,GMM,11,0.92,22.68,6.04,0.83,0.86
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,8,0.92,17.25,12.83,0.66,0.72
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,5,1.26,32.43,107.46,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,8,1.26,41.76,139.13,0.66,0.67
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,9,1.07,32.89,20.94,0.79,0.84
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,11,0.98,24.52,24.3,0.91,0.92
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,10,0.96,22.34,9.51,0.85,0.88
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,7,0.98,23.87,9.38,0.74,0.8
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,6,0.93,13.59,34.98,0.96,0.97
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,6,0.98,14.78,8.16,0.77,0.8
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,8,1.26,41.69,137.46,0.55,0.59
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,10,0.93,21.01,51.43,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,12,1.07,41.53,125.14,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,7,0.98,16.82,22.62,0.66,0.73
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,9,0.96,20.59,8.46,0.77,0.82
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,7,1.26,38.88,136.25,0.96,0.96
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,7,1.1,22.13,59.35,0.64,0.65
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,8,1.01,26.94,26.99,0.7,0.69
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,5,0.96,13.05,43.14,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,9,1.28,45.08,59.13,0.83,0.87
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,6,1.07,24.14,18.54,0.79,0.86
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,9,0.98,20.6,8.82,0.77,0.82
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,10,0.98,22.33,23.52,0.83,0.79
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,4,1.1,16.08,56.24,0.47,0.39
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,6,1.26,35.25,122.14,0.98,0.98
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,8,1.07,29.76,90.66,0.98,0.98
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,12,1.07,41.52,125.41,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,8,0.98,18.52,7.7,0.77,0.82
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,SVM,5,1.0,18.47,22.49,0.45,0.48
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,6,1.01,21.37,8.88,0.79,0.86
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,5,1.26,32.35,107.8,0.96,0.96
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,7,1.04,22.18,58.63,0.57,0.55
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,VQ,9,0.91,18.9,47.35,0.98,0.98
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,12,1.0,38.4,11.2,0.77,0.83
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,GMM,5,0.93,11.63,4.54,0.89,0.92
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,6,1.07,24.12,73.44,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,11,1.04,30.76,62.16,0.81,0.83
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,11,1.04,30.76,28.22,0.81,0.85
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,9,1.07,32.92,19.91,0.83,0.87
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,12,1.01,38.35,89.52,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,12,0.98,38.37,10.4,0.74,0.81
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,10,1.07,35.52,48.79,0.79,0.76
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,6,1.26,35.36,48.88,0.91,0.93
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,12,0.98,26.26,11.05,0.79,0.84
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,VQ,4,0.91,9.99,26.65,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,6,1.0,21.38,9.72,0.74,0.81
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,8,0.96,18.51,60.16,0.96,0.97
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,12,0.96,26.29,10.51,0.74,0.81
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,11,1.08,30.88,129.46,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,4,1.1,16.08,62.15,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,GMM,12,0.92,24.9,5.93,0.66,0.76
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,VQ,5,1.0,18.47,46.2,0.98,0.98
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,7,1.08,22.16,90.89,0.98,0.98
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,5,1.08,18.05,56.44,0.43,0.34
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,11,1.07,38.87,115.83,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,4,1.08,16.02,35.68,0.7,0.78
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,7,1.26,38.99,55.66,0.96,0.96
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,VQ,4,0.98,15.91,39.61,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,5,0.92,11.63,30.67,0.83,0.86
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,7,0.98,16.82,8.8,0.77,0.82
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,12,1.07,41.52,53.45,0.85,0.87
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,SVM,10,1.0,32.6,27.25,0.79,0.76
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,5,1.04,18.05,30.88,0.89,0.93
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,12,1.04,32.84,63.01,0.94,0.94
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,5,1.07,21.57,64.65,0.96,0.96
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,4,0.98,11.13,8.46,0.62,0.7
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,7,1.01,23.87,8.8,0.74,0.8
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,VQ,12,0.98,38.37,89.52,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,11,0.93,22.65,55.24,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,12,1.26,54.99,146.33,0.96,0.96
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,8,1.1,24.0,98.49,0.96,0.97
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,5,1.07,21.52,64.87,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,8,1.08,23.99,59.47,0.49,0.52
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,9,0.92,18.91,13.05,0.72,0.72
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,SVM,6,0.98,21.38,23.33,0.49,0.4
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,10,1.04,28.44,23.15,0.83,0.85
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,12,0.91,24.89,13.98,0.94,0.95
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,12,0.92,24.9,59.83,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,6,0.98,14.78,48.89,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,VQ,7,0.98,23.87,58.32,0.96,0.97
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,SVM,8,1.0,26.95,26.55,0.64,0.71
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,7,0.96,16.79,22.46,0.64,0.71
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,12,0.96,26.29,83.5,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,7,1.07,27.29,18.8,0.83,0.86
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,6,0.96,14.77,48.89,0.89,0.93
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,6,1.07,24.12,46.5,0.49,0.4
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,4,1.28,29.43,131.21,0.47,0.39
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,11,1.04,30.76,130.42,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,12,1.04,41.54,52.2,0.96,0.96
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,VQ,8,0.98,26.9,64.74,0.94,0.95
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,9,0.91,18.9,12.63,0.94,0.94
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,6,1.07,24.14,74.31,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,4,0.98,11.13,8.84,0.83,0.87
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,6,1.07,24.12,17.19,0.87,0.89
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,5,0.98,13.08,8.01,0.87,0.9
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,11,0.92,22.68,55.24,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,12,1.01,38.35,9.52,0.74,0.81
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,4,0.96,11.11,19.26,0.49,0.42
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,10,1.08,28.31,60.56,0.77,0.75
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,6,1.04,19.92,57.62,0.53,0.42
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,GMM,8,0.92,17.25,4.85,0.77,0.82
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,6,1.28,35.29,47.72,0.91,0.93
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,7,0.93,15.25,39.18,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,8,0.98,18.57,8.06,0.79,0.84
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,4,0.96,11.11,37.53,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,7,0.98,16.78,22.83,0.47,0.53
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,9,1.1,26.35,25.03,0.83,0.87
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,GMM,10,0.93,21.01,5.18,0.79,0.83
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,9,1.07,32.89,48.59,0.81,0.85
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,4,1.07,18.63,56.19,0.91,0.94
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,11,1.07,38.84,19.01,0.83,0.86
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,6,1.08,19.89,81.47,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,7,1.26,38.88,45.98,0.77,0.84
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,5,1.0,18.47,9.61,0.72,0.8
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,6,1.1,19.92,81.07,0.96,0.96
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,4,1.0,15.96,9.51,0.68,0.75
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,4,1.26,29.45,91.82,0.66,0.75
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,6,0.98,14.78,8.84,0.81,0.84
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,7,1.04,27.15,16.43,0.87,0.9
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,11,1.1,30.78,130.03,0.98,0.98
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,6,0.92,13.58,35.08,0.91,0.92
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,12,1.1,32.76,139.25,0.98,0.98
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,12,1.04,32.84,136.97,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,5,0.98,13.06,43.2,0.83,0.88
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,8,1.26,41.76,48.3,0.85,0.89
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,11,0.98,24.55,10.19,0.85,0.88
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,9,1.26,45.04,139.25,0.57,0.55
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,5,0.96,13.05,7.51,0.83,0.88
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,GMM,10,0.92,21.04,5.87,0.77,0.82
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,GMM,5,0.92,11.63,4.34,0.68,0.76
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,5,1.1,18.07,23.83,0.89,0.93
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,5,0.98,13.08,43.12,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,8,1.1,24.0,27.8,0.91,0.92
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,10,0.96,22.34,72.07,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,9,0.93,18.92,47.26,0.94,0.95
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,6,0.98,14.78,22.3,0.38,0.37
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,10,1.08,28.31,120.52,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,8,0.91,17.25,12.44,0.66,0.65
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,7,1.07,27.29,47.49,0.68,0.75
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,8,0.98,18.52,22.89,0.66,0.65
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,4,1.04,15.99,55.74,0.47,0.4
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,5,0.98,13.06,20.51,0.53,0.56
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,9,1.08,26.31,110.2,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,SVM,12,0.93,24.88,14.32,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,10,0.98,22.37,71.98,0.96,0.97
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,VQ,10,0.91,21.07,51.47,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,5,1.07,21.57,45.47,0.4,0.33
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,10,0.98,22.33,10.51,0.79,0.84
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,5,1.26,32.43,49.28,0.91,0.94
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,9,1.04,32.89,98.73,0.98,0.98
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,VQ,12,1.0,38.4,89.65,0.98,0.98
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,4,1.07,18.68,25.68,0.7,0.78
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,12,1.08,32.82,26.99,0.79,0.83
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,6,0.91,13.58,11.04,0.51,0.42
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,VQ,6,0.98,21.38,51.89,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,12,1.01,38.35,28.25,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,12,1.08,32.82,62.44,0.89,0.9
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,8,1.04,29.78,90.65,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,10,1.07,35.52,107.98,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,6,1.1,19.92,20.95,0.87,0.91
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,4,1.28,29.43,93.7,0.98,0.98
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,9,1.28,45.08,165.29,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,GMM,9,0.93,18.92,4.94,0.81,0.85
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,12,1.26,54.97,74.52,0.83,0.87
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,10,1.04,35.54,108.44,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,10,1.26,48.2,142.31,0.89,0.9
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,6,1.26,35.25,58.48,0.77,0.84
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,9,1.1,26.35,110.19,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,SVM,7,0.93,15.25,12.01,0.72,0.79
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,VQ,6,1.0,21.38,52.46,0.94,0.95
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,10,1.04,28.44,61.07,0.89,0.9
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,12,1.26,54.97,145.7,0.87,0.89
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,8,1.28,41.62,136.89,0.66,0.66
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,5,1.04,21.53,64.6,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,8,0.92,17.25,43.26,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,GMM,6,0.92,13.58,4.94,0.79,0.85
